RedField(Td)          RedDiff((ms)^-1)      RedMob((msV)^-1)      DriftVelocity(ms^-1)  RedTow(m^2)           RedAtt(m^2)           RedDiffE(eV(ms)^-1)   RedMobE(eV(msV)^-1)   MeanE(eV)             CharE(eV)             EleTemp(eV)           
+1.67525247240822e+00 +1.03753755910038e+25 +2.00503983040328e+24 +3.35894793316005e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.47995335488601e+25 +9.42437290551676e+24 +3.15750440356624e+00 +5.17464812103855e+00 +2.10500293571083e+00 
+1.71440613585197e+00 +1.03083398722476e+25 +1.96998267788790e+24 +3.37735039049312e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.49149937400322e+25 +9.36095146427685e+24 +3.19192992140826e+00 +5.23270584455064e+00 +2.12795328093884e+00 
+1.75447489083346e+00 +1.02417778130348e+25 +1.93551818224540e+24 +3.39581805150117e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.50305401174441e+25 +9.29774609117591e+24 +3.22669430031344e+00 +5.29149139852217e+00 +2.15112953354229e+00 
+1.79548012468783e+00 +1.01756840320393e+25 +1.90163628797166e+24 +3.41435015943826e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.51461591242036e+25 +9.23475414407743e+24 +3.26179982056551e+00 +5.35101485831077e+00 +2.17453321371034e+00 
+1.83744372461073e+00 +1.01100532792570e+25 +1.86832717261561e+24 +3.43294603884225e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.52618368377349e+25 +9.17197365085982e+24 +3.29724873227561e+00 +5.41128632470896e+00 +2.19816582151707e+00 
+1.88038808934092e+00 +1.00448804266493e+25 +1.83558126511704e+24 +3.45160514794341e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.53775590759555e+25 +9.10940347571404e+24 +3.33304327096215e+00 +5.47231583669972e+00 +2.22202884730810e+00 
+1.92433614111598e+00 +9.98016046300210e+24 +1.80338926457159e+24 +3.47032713831568e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.54933115151619e+25 +9.04704347853393e+24 +3.36918567310112e+00 +5.53411327164187e+00 +2.24612378206741e+00 
+1.96931133790742e+00 +9.91517796226814e+24 +1.77174065811535e+24 +3.48910896585813e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.56089051573782e+25 +8.98488590455932e+24 +3.40567383093953e+00 +5.59629193858156e+00 +2.27044922062636e+00 
+2.01533768594173e+00 +9.85136082540736e+24 +1.74062981022100e+24 +3.50795685381198e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.57246777509030e+25 +8.92295082856622e+24 +3.44251877359121e+00 +5.65965305635929e+00 +2.29501251572747e+00 
+2.06243975251409e+00 +9.78798212095073e+24 +1.71004680858949e+24 +3.52686851669483e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.58404379016394e+25 +8.86123299163499e+24 +3.47971840611857e+00 +5.72380947222386e+00 +2.31981227074571e+00 
+2.11064267910155e+00 +9.72503746260199e+24 +1.67998368325214e+24 +3.54584526206620e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.59561718812913e+25 +8.79973774599840e+24 +3.51727504242895e+00 +5.78876899790841e+00 +2.34485002828596e+00 
+2.15997219478272e+00 +9.66252275722481e+24 +1.65043289830600e+24 +3.56488916969561e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.60718662976098e+25 +8.73847221214482e+24 +3.55519097986396e+00 +5.85453838634846e+00 +2.37012731990931e+00 
+2.21045462997102e+00 +9.60043432788117e+24 +1.62138742173039e+24 +3.58400333334071e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.61875080705204e+25 +8.67744547075773e+24 +3.59346844226132e+00 +5.92112298344792e+00 +2.39564562817421e+00 
+2.26211693046903e+00 +9.53876909003595e+24 +1.59284081894887e+24 +3.60319218408638e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.63030843189835e+25 +8.61666879033141e+24 +3.63210948672038e+00 +5.98852627115037e+00 +2.42140632448025e+00 
+2.31498667185116e+00 +9.47752479450655e+24 +1.56478737617168e+24 +3.62246192011840e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.64185821294744e+25 +8.55615590334221e+24 +3.67111586267988e+00 +6.05674926755461e+00 +2.44741057511992e+00 
+2.36909207418263e+00 +9.41670035179721e+24 +1.53722225965533e+24 +3.64182107160655e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.65339881735664e+25 +8.49592334424965e+24 +3.71048881029066e+00 +6.12578974357853e+00 +2.47365920686044e+00 
+2.42446201708233e+00 +9.35582559178623e+24 +1.51014036617788e+24 +3.66127795826108e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.66491474590967e+25 +8.43598359599626e+24 +3.75022467645930e+00 +6.19533508362903e+00 +2.50014978430620e+00 
+2.48112605513777e+00 +9.29585207129163e+24 +1.48354196266894e+24 +3.68085461746814e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.67643273479803e+25 +8.37637479537353e+24 +3.79033099071046e+00 +6.26598526041560e+00 +2.52688732714030e+00 
+2.53911443368035e+00 +9.23630671049358e+24 +1.45742487734241e+24 +3.70056854206491e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.68793661553203e+25 +8.31711727916000e+24 +3.83080131608005e+00 +6.33741529603629e+00 +2.55386754405337e+00 
+2.59845810492925e+00 +9.17719838741736e+24 +1.43179025355863e+24 +3.72044698891812e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.69942408963032e+25 +8.25824376500443e+24 +3.87163113886733e+00 +6.40959691170407e+00 +2.58108742591155e+00 
+2.65918874451269e+00 +9.11854038544159e+24 +1.40664156617051e+24 +3.74052542032433e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.71089229076803e+25 +8.19979268263806e+24 +3.91281305074866e+00 +6.48249035485722e+00 +2.60854203383244e+00 
+2.72133876837531e+00 +9.06035137479562e+24 +1.38198502290152e+24 +3.76084942013595e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.72233760105090e+25 +8.14180897351251e+24 +3.95433593714462e+00 +6.55604165360136e+00 +2.63622395809641e+00 
+2.78494135008064e+00 +9.00265646216448e+24 +1.35782997256553e+24 +3.78147683697662e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.73375544486057e+25 +8.08434490751823e+24 +3.99618406262627e+00 +6.63017950999752e+00 +2.66412270841751e+00 
+2.85003043851811e+00 +8.94548826289375e+24 +1.33418929473307e+24 +3.80248010073425e+03 +0.00000000000000e+00 +0.00000000000000e+00 +2.74514006690515e+25 +8.02746086713606e+24 +4.03833607716476e+00 +6.70481190203485e+00 +2.69222405144317e+00 
